name,full-name,urlslug,id,align,eye,hair,sex,gsm,alive,appearances,first appearance,year
sam, (earth-616),\/sam_(nypd)_(earth-616),,,,,male characters,,living characters,14,Aug-65,1965
jack winters, (earth-616),\/jack_winters_(earth-616),secret identity,bad characters,brown eyes,brown hair,male characters,,deceased characters,14,Dec-67,1967
rance preston, (earth-616),\/rance_preston_(earth-616),secret identity,bad characters,,,male characters,,deceased characters,14,Nov-67,1967
zom, (earth-616),\/zom_(earth-616),secret identity,bad characters,yellow eyes,brown hair,male characters,,living characters,14,May-67,1967
ikthon, (earth-616),\/ikthon_(earth-616),public identity,bad characters,,black hair,male characters,,living characters,14,Nov-68,1968
lawrence trask, (earth-616),\/lawrence_trask_(earth-616),secret identity,neutral characters,brown eyes,brown hair,male characters,,deceased characters,14,Jun-69,1969
mordecai boggs, (earth-616),\/mordecai_boggs_(earth-616),no dual identity,neutral characters,,bald,male characters,,living characters,14,Nov-69,1969
cephalus, (earth-616),\/cephalus_(earth-616),secret identity,bad characters,black eyes,brown hair,male characters,,living characters,14,Aug-70,1970
daniel radford, (earth-616),\/daniel_radford_(earth-616),secret identity,,,,male characters,,living characters,14,Jan-70,1970
doomsday man, (earth-616),\/doomsday_man_(earth-616),secret identity,bad characters,yellow eyes,no hair,male characters,,living characters,14,Feb-70,1970
meredith mccall, (earth-616),\/meredith_mccall_(earth-616),secret identity,good characters,blue eyes,brown hair,female characters,,living characters,14,Aug-70,1970
psyklop, (earth-616),\/psyklop_(earth-616),public identity,neutral characters,red eyes,no hair,male characters,,living characters,14,May-71,1971
thoth-amon, (earth-616),\/thoth-amon_(earth-616),public identity,bad characters,,,male characters,,living characters,14,Jul-71,1971
albert rackham, (earth-616),\/albert_rackham_(earth-616),no dual identity,bad characters,brown eyes,black hair,male characters,,deceased characters,14,Jun-72,1972
andrew kale, (earth-616),\/andrew_kale_(earth-616),,good characters,,brown hair,male characters,,deceased characters,14,Dec-72,1972
chi lo, (earth-616),\/chi_lo_(earth-616),,,,black hair,female characters,,living characters,14,Sep-72,1972
david carter, (earth-616),\/david_carter_(earth-616),,,,,male characters,,living characters,14,Apr-72,1972
ellie roberts, (earth-616),\/ellie_roberts_(earth-616),,,,,female characters,,living characters,14,Apr-72,1972
joanne tumolo, (earth-616),\/joanne_tumolo_(earth-616),secret identity,good characters,,grey hair,female characters,,living characters,14,Nov-72,1972
mercurio, (earth-616),\/mercurio_(earth-616),public identity,bad characters,white eyes,no hair,male characters,,living characters,14,Oct-72,1972
necrodamus, (earth-616),\/necrodamus_(earth-616),,,black eyes,bald,male characters,,living characters,14,Aug-72,1972
harlan krueger, (earth-616),\/harlan_krueger_(earth-616),secret identity,bad characters,blue eyes,bald,male characters,,deceased characters,14,Nov-73,1973
imus champion, (earth-616),\/imus_champion_(earth-616),public identity,bad characters,blue eyes,black hair,male characters,,living characters,14,Mar-73,1973
kristine saunders, (earth-616),\/kristine_saunders_(earth-616),,good characters,,blond hair,female characters,,living characters,14,Sep-73,1973
marie laveau, (earth-616),\/marie_laveau_(earth-616),secret identity,bad characters,blue eyes,black hair,female characters,,living characters,14,Sep-73,1973
sam silvercloud, (earth-616),\/sam_silvercloud_(earth-616),public identity,bad characters,,black hair,male characters,,living characters,14,Feb-73,1973
hydron, (earth-616),\/hydron_(elementals)_(earth-616),no dual identity,bad characters,,,male characters,,living characters,14,Aug-74,1974
magnum, (earth-616),\/magnum_(elementals)_(earth-616),no dual identity,,,black hair,male characters,,living characters,14,Jun-74,1974
arnold astrovik, (earth-616),\/arnold_astrovik_(earth-616),no dual identity,neutral characters,hazel eyes,brown hair,male characters,homosexual characters,deceased characters,14,Jul-75,1975
james petrie, (earth-616),\/james_petrie_(earth-616),public identity,good characters,,white hair,male characters,,living characters,14,Mar-75,1975
christopher thorn, (earth-616),\/christopher_thorn_(earth-616),secret identity,bad characters,blue eyes,white hair,male characters,,living characters,14,Dec-76,1976
michael burley, (earth-616),\/michael_burley_(earth-616),public identity,bad characters,,black hair,male characters,,living characters,14,Sep-76,1976
paul same, (earth-616),\/paul_same_(earth-616),,good characters,,brown hair,male characters,,living characters,14,Jul-76,1976
andreas zorba, (earth-616),\/andreas_zorba_(earth-616),secret identity,bad characters,,black hair,male characters,,deceased characters,14,Jul-77,1977
blaze kendall, (earth-616),\/blaze_kendall_(earth-616),no dual identity,good characters,,black hair,female characters,,living characters,14,Sep-77,1977
bram velsing, (earth-616),\/bram_velsing_(earth-616),secret identity,neutral characters,blue eyes,blond hair,male characters,,living characters,14,Aug-77,1977
daniel jones, (earth-616),\/daniel_jones_(torpedo)_(earth-616),,good characters,,blond hair,male characters,,living characters,14,Dec-77,1977
eugene stivak, (earth-616),\/eugene_stivak_(earth-616),,bad characters,,bald,male characters,,living characters,14,Sep-77,1977
magique, (earth-616),\/magique_(earth-616),secret identity,neutral characters,purple eyes,white hair,female characters,,deceased characters,14,Oct-77,1977
nicholas scratch, (earth-616),\/nicholas_scratch_(earth-616),public identity,good characters,blue eyes,black hair,male characters,,living characters,14,Aug-77,1977
ted locke, (earth-616),\/ted_locke_(earth-616),public identity,good characters,,black hair,male characters,,living characters,14,Sep-77,1977
tracy burke, (earth-616),\/tracy_burke_(earth-616),public identity,neutral characters,hazel eyes,grey hair,female characters,,living characters,14,Aug-77,1977
winda wester, (earth-616),\/winda_wester_(earth-616),,good characters,,brown hair,female characters,,living characters,14,Apr-77,1977
harris moore, (earth-616),\/harris_moore_(earth-616),secret identity,good characters,blue eyes,grey hair,male characters,,deceased characters,14,Sep-78,1978
holly gillis, (earth-616),\/holly_gillis_(earth-616),,good characters,,,female characters,,living characters,14,May-78,1978
miles warren, (earth-616),\/miles_warren_(clone)_(earth-616),secret identity,bad characters,yellow eyes,no hair,male characters,,deceased characters,14,Dec-78,1978
achille dibacco, (earth-616),\/achille_dibacco_(earth-616),secret identity,bad characters,,,male characters,,deceased characters,14,Mar-79,1979
frederick sloan, (earth-616),\/frederick_sloan_(earth-616),public identity,good characters,blue eyes,blond hair,male characters,,living characters,14,Jan-79,1979
niamh chinn oir, (earth-616),\/niamh_chinn_oir_(earth-616),secret identity,good characters,blue eyes,blond hair,female characters,,living characters,14,Jul-79,1979
fahnbullah eddy, (earth-616),\/fahnbullah_eddy_(earth-616),secret identity,good characters,brown eyes,black hair,female characters,,living characters,14,Mar-80,1980
theresa pryde, (earth-616),\/theresa_pryde_(earth-616),no dual identity,good characters,brown eyes,brown hair,female characters,,living characters,14,Jan-80,1980
gabriel lan, (earth-616),\/gabriel_lan_(earth-616),secret identity,,black eyes,black hair,male characters,,deceased characters,14,Apr-81,1981
kenneth crichton, (earth-616),\/kenneth_crichton_(earth-616),secret identity,,yellow eyes,brown hair,male characters,,deceased characters,14,Jan-81,1981
landra, (earth-616),\/landra_(earth-616),public identity,good characters,,,female characters,,living characters,14,Jan-81,1981
nedda, (earth-616),\/nedda_(earth-616),public identity,,,white hair,female characters,,living characters,14,Jan-81,1981
roger hochberg, (earth-616),\/roger_hochberg_(earth-616),public identity,good characters,brown eyes,brown hair,male characters,,living characters,14,Dec-81,1981
sarah rogers, (earth-616),\/sarah_rogers_(earth-616),no dual identity,good characters,blue eyes,blond hair,female characters,,deceased characters,14,Mar-81,1981
scarlet fasinera, (earth-616),\/scarlet_fasinera_(earth-616),secret identity,bad characters,blue eyes,red hair,female characters,,living characters,14,Dec-81,1981
kenneth barnett, (earth-616),\/kenneth_barnett_(earth-616),,good characters,,,male characters,,living characters,14,Mar-82,1982
oliver osnick, (earth-616),\/oliver_osnick_(earth-616),secret identity,good characters,blue eyes,brown hair,male characters,,living characters,14,Nov-82,1982
alec thorne, (earth-616),\/alec_thorne_(earth-616),secret identity,bad characters,brown eyes,brown hair,male characters,,deceased characters,14,Aug-83,1983
donald menken, (earth-616),\/donald_menken_(earth-616),no dual identity,neutral characters,,blond hair,male characters,,living characters,14,Apr-83,1983
wraarl, (earth-616),\/wraarl_(earth-616),secret identity,bad characters,red eyes,no hair,male characters,,living characters,14,Jul-83,1983
vidar odinson, (earth-616),\/vidar_odinson_(earth-616),secret identity,good characters,blue eyes,blond hair,male characters,,deceased characters,14,Dec-84,1984
fern, (earth-616),\/fern_(earth-616),secret identity,good characters,,,female characters,,living characters,14,Jul-85,1985
lump, (earth-616),\/lump_(warpies)_(earth-616),secret identity,neutral characters,,no hair,male characters,,living characters,14,Jul-85,1985
michael, (earth-616),\/michael_(rcx_agent)_(earth-616),secret identity,good characters,,blond hair,male characters,,living characters,14,Feb-85,1985
solitaire, (earth-616),\/solitaire_(microverse)_(earth-616),secret identity,good characters,,,female characters,,living characters,14,Feb-85,1985
hector lennox, (earth-616),\/hector_lennox_(earth-616),secret identity,,blue eyes,black hair,male characters,,living characters,14,Nov-86,1986
max, (earth-616),\/max_(fortisquian)_(earth-616),secret identity,good characters,,black hair,male characters,,living characters,14,Feb-87,1987
evan swann, (earth-616),\/evan_swann_(earth-616),public identity,good characters,brown eyes,brown hair,male characters,,living characters,14,Dec-88,1988
gosamyr, (earth-616),\/gosamyr_(earth-616),secret identity,,black eyes,blond hair,female characters,,living characters,14,Aug-88,1988
michael janes, (earth-616),\/michael_janes_(earth-616),public identity,good characters,,brown hair,male characters,,living characters,14,Sep-88,1988
gilbert vaughn, (earth-616),\/gilbert_vaughn_(earth-616),public identity,good characters,,blond hair,male characters,,deceased characters,14,Oct-89,1989
kwan zhao, (earth-616),\/kwan_zhao_(earth-616),secret identity,,brown eyes,black hair,male characters,,deceased characters,14,Nov-89,1989
number nine, (earth-616),\/number_nine_(earth-616),,good characters,blue eyes,blond hair,female characters,,living characters,14,Oct-89,1989
prince baran, (earth-616),\/prince_baran_(earth-616),public identity,bad characters,,black hair,male characters,,living characters,14,Apr-89,1989
ed marrero, (earth-616),\/ed_marrero_(earth-616),public identity,good characters,,black hair,male characters,,living characters,14,Feb-90,1990
john kelly, (earth-616),\/john_kelly_(earth-616),secret identity,good characters,red eyes,blond hair,male characters,,deceased characters,14,Nov-90,1990
kearson dewitt, (earth-616),\/kearson_dewitt_(earth-616),,bad characters,brown eyes,black hair,male characters,,living characters,14,Jul-90,1990
nobilus, (earth-616),\/nobilus_(earth-616),secret identity,neutral characters,blue eyes,black hair,male characters,,living characters,14,Sep-90,1990
barrage, (earth-616),\/barrage_(earth-616),,bad characters,,purple hair,male characters,,deceased characters,14,Apr-91,1991
tusk, (earth-616),\/tusk_(earth-616),secret identity,bad characters,,,male characters,,living characters,14,Apr-91,1991
che, (earth-616),\/che_(earth-616),secret identity,good characters,white eyes,white hair,male characters,,living characters,14,Oct-92,1992
eileen harsaw, (earth-616),\/eileen_harsaw_(earth-616),secret identity,bad characters,blue eyes,blond hair,female characters,,living characters,14,Jan-92,1992
james lucas, (earth-616),\/james_lucas_(earth-616),no dual identity,neutral characters,brown eyes,black hair,male characters,,living characters,14,Jun-92,1992
lorna kleinfeldt, (earth-616),\/lorna_kleinfeldt_(earth-616),public identity,good characters,,grey hair,female characters,,living characters,14,Jun-92,1992
lucia callasantos, (earth-616),\/lucia_callasantos_(earth-616),secret identity,neutral characters,yellow eyes,red hair,female characters,,living characters,14,Jan-92,1992
nakota, (earth-616),\/nakota_(earth-616),,bad characters,green eyes,black hair,,,living characters,14,Aug-92,1992
taylor blackwell, (earth-616),\/taylor_blackwell_(earth-616),,bad characters,,brown hair,male characters,,deceased characters,14,Dec-92,1992
