id,name,full-name,identity,align,eye,hair,sex,alive,appearances,first appearance,year
1420,munchukk, (new earth),public identity,good characters,,,male characters,deceased characters,18,"1993, august",1993
1421,amanita, (new earth),public identity,good characters,brown eyes,,male characters,living characters,18,"1992, january",1992
1422,amy beitermann, (new earth),public identity,,black eyes,black hair,female characters,deceased characters,18,"1992, december",1992
1423,john flint, (new earth),public identity,good characters,,brown hair,male characters,living characters,18,"1992, october",1992
1424,shondra kinsolving, (new earth),public identity,good characters,brown eyes,black hair,female characters,living characters,18,"1992, november",1992
1425,golem, (new earth),,good characters,,,male characters,living characters,18,"1991, november",1991
1426,mary frazier, (new earth),public identity,good characters,,grey hair,female characters,living characters,18,"1991, november",1991
1427,magdalene kyle, (new earth),public identity,neutral characters,green eyes,brown hair,female characters,living characters,18,"1989, february",1989
1428,j. daniel murphy, (new earth),public identity,good characters,,red hair,male characters,living characters,18,"1988, february",1988
1429,driq, (new earth),,good characters,,,male characters,deceased characters,18,"1987, october",1987
1430,jerry white, (new earth),,neutral characters,brown eyes,brown hair,male characters,deceased characters,18,"1987, may",1987
1431,susan king, (new earth),,neutral characters,,blond hair,female characters,living characters,18,"1987, september",1987
1432,thomas emery, (new earth),secret identity,bad characters,brown eyes,brown hair,male characters,living characters,18,"1987, july",1987
1433,margaret pye, (new earth),secret identity,bad characters,blue eyes,red hair,female characters,deceased characters,18,"1986, november",1986
1434,coeus, (new earth),public identity,neutral characters,,blue hair,,living characters,18,"1985, august",1985
1435,michael dugan, (new earth),public identity,neutral characters,green eyes,red hair,male characters,living characters,18,"1985, february",1985
1436,leah wasserman, (new earth),secret identity,bad characters,blue eyes,white hair,female characters,deceased characters,18,"1984, november",1984
1437,norman brawler, (new earth),public identity,good characters,,brown hair,male characters,living characters,18,"1984, march",1984
1438,overmaster, (new earth),secret identity,bad characters,red eyes,,male characters,living characters,18,"1984, december",1984
1439,gan williams, (new earth),secret identity,good characters,brown eyes,black hair,male characters,deceased characters,18,"1983, june",1983
1440,jake simmons, (new earth),secret identity,bad characters,blue eyes,brown hair,male characters,living characters,18,"1983, may",1983
1441,tavis williams, (new earth),secret identity,good characters,brown eyes,black hair,male characters,deceased characters,18,"1983, june",1983
1442,daniel cormac, (new earth),secret identity,good characters,,red hair,male characters,deceased characters,18,"1982, june",1982
1443,garn daanuth, (new earth),public identity,bad characters,white eyes,white hair,male characters,living characters,18,"1982, july",1982
1444,jack of spades iii, (new earth),secret identity,bad characters,,blond hair,male characters,living characters,18,"1982, june",1982
1445,malet dasim, (new earth),public identity,good characters,,,male characters,living characters,18,"1980, july",1980
1446,kari limbo, (new earth),public identity,good characters,blue eyes,black hair,female characters,deceased characters,18,"1979, june",1979
1447,crystal frost, (new earth),public identity,,blue eyes,blue hair,female characters,deceased characters,18,"1978, june",1978
1448,katherine manser, (new earth),secret identity,good characters,green eyes,red hair,female characters,deceased characters,18,"1978, october",1978
1449,iris jacobs, (new earth),public identity,,,red hair,female characters,living characters,18,"1976, april",1976
1450,cranius, (new earth),,bad characters,,,male characters,living characters,18,"1973, january",1973
1451,gregori arcane, (new earth),secret identity,neutral characters,,black hair,male characters,living characters,18,"1973, january",1973
1452,master jansen, (new earth),,good characters,,,male characters,living characters,18,"1972, november",1972
1453,starbreaker, (new earth),secret identity,bad characters,red eyes,black hair,male characters,living characters,18,"1972, february",1972
1454,ted brown, (new earth),,good characters,,,male characters,living characters,18,"1972, october",1972
1455,mordred of the kindly ones, (new earth),,neutral characters,,white hair,female characters,living characters,18,"1969, march",1969
1456,cleveland brand, (new earth),public identity,neutral characters,blue eyes,black hair,male characters,deceased characters,18,"1968, april",1968
1457,irwin hall, (new earth),public identity,good characters,,grey hair,male characters,living characters,18,"1968, june",1968
1458,edward dawson, (new earth),secret identity,bad characters,brown eyes,red hair,male characters,living characters,18,"1967, july",1967
1459,light fingers, (new earth),,good characters,,red hair,male characters,living characters,18,"1967, april",1967
1460,urania blackwell, (new earth),secret identity,good characters,black eyes,green hair,female characters,deceased characters,18,"1967, february",1967
1461,nameless, (new earth),secret identity,good characters,photocellular eyes,,female characters,deceased characters,18,"1965, may",1965
1462,slim kilkenny stryker, (new earth),public identity,good characters,,brown hair,male characters,deceased characters,18,"1961, may",1961
1463,karin grace, (new earth),public identity,bad characters,blue eyes,blond hair,female characters,deceased characters,18,"1959, september",1959
1464,thomas curry, (new earth),public identity,good characters,blue eyes,black hair,male characters,living characters,18,"1959, may",1959
1465,gudra, (new earth),secret identity,bad characters,blue eyes,blond hair,female characters,living characters,18,"1946, october",1946
1466,turtle, (new earth),secret identity,bad characters,blue eyes,grey hair,male characters,living characters,18,"1945, december",1945
1467,wanda wilson, (new earth),,good characters,,brown hair,female characters,living characters,18,"1942, january",1942
1468,julie madison, (new earth),public identity,good characters,blue eyes,black hair,female characters,living characters,18,"1939, september",1939
1469,lancelot, (new earth),public identity,good characters,,,male characters,living characters,18,"1936, february",1936
1470,butcher, (new earth),secret identity,bad characters,,,,deceased characters,17,"2010, may",2010
1471,carla moretti, (new earth),secret identity,bad characters,,brown hair,female characters,deceased characters,17,"2010, july",2010
1472,entity, (new earth),secret identity,good characters,,,,deceased characters,17,"2010, april",2010
1473,eric moran, (prime earth),secret identity,neutral characters,,black hair,male characters,living characters,17,"2010, july",2010
1474,achilles warkiller, (new earth),secret identity,good characters,blue eyes,blond hair,male characters,living characters,17,"2009, may",2009
1475,frank verrano, (new earth),secret identity,good characters,black eyes,brown hair,male characters,living characters,17,"2009, october",2009
1476,low, (new earth),,bad characters,,,male characters,living characters,17,"2007, august",2007
1477,marvin kuttler, (new earth),public identity,good characters,black eyes,brown hair,male characters,deceased characters,17,"2006, may",2006
1478,nadia, (new earth),public identity,good characters,,black hair,female characters,deceased characters,17,"2006, december",2006
