id,name,full-name,identity,align,eye,hair,sex,alive,appearances,first appearance,year
721,graydon creed, (earth-616),no dual identity,bad characters,blue eyes,brown hair,male characters,deceased characters,52,Jan-93,1993
722,max eisenhardt, (earth-616),secret identity,bad characters,blue eyes,white hair,male characters,living characters,52,Dec-95,1995
723,seward trainer, (earth-616),no dual identity,bad characters,brown eyes,brown hair,male characters,deceased characters,52,Jan-95,1995
724,tex dawson, (earth-616),public identity,good characters,,black hair,male characters,living characters,51,Dec-54,1954
725,gunther bain, (earth-616),secret identity,bad characters,blue eyes,black hair,male characters,deceased characters,51,Nov-64,1964
726,jeryn hogarth, (earth-616),public identity,good characters,,brown hair,male characters,living characters,51,Aug-77,1977
727,robert farrell, (earth-616),secret identity,neutral characters,brown eyes,black hair,male characters,living characters,51,Sep-77,1977
728,maximillian zaran, (earth-616),no dual identity,bad characters,blue eyes,red hair,male characters,living characters,51,Jun-79,1979
729,chons, (earth-616),public identity,neutral characters,variable eyes,,male characters,living characters,51,Nov-80,1980
730,mikhail ursus, (earth-616),secret identity,good characters,brown eyes,brown hair,male characters,living characters,51,Apr-81,1981
731,joshua guthrie, (earth-616),secret identity,good characters,green eyes,red hair,male characters,deceased characters,51,Nov-84,1984
732,antonio rodriguez, (earth-616),secret identity,neutral characters,brown eyes,no hair,male characters,living characters,51,Aug-85,1985
733,jack hammer, (earth-616),secret identity,neutral characters,brown eyes,black hair,male characters,living characters,51,Aug-93,1993
734,neal shaara, (earth-616),secret identity,good characters,brown eyes,black hair,male characters,living characters,51,May-00,2000
735,"john jonah jameson, sr.", (earth-616),no dual identity,good characters,brown eyes,white hair,male characters,living characters,51,9-Jan,2009
736,terry vance, (earth-616),public identity,good characters,blue eyes,auburn hair,male characters,living characters,50,Aug-40,1940
737,aphrodite ourania, (earth-616),secret identity,good characters,blue eyes,blond hair,female characters,living characters,50,Aug-48,1948
738,m-11, (earth-616),secret identity,good characters,yellow eyes,no hair,male characters,living characters,50,May-54,1954
739,sir percy of scandia, (earth-616),public identity,good characters,blue eyes,blond hair,male characters,deceased characters,50,May-55,1955
740,deborah harris, (earth-616),public identity,good characters,,black hair,female characters,living characters,50,Oct-65,1965
741,llyra morris, (earth-616),no dual identity,bad characters,green eyes,green hair,female characters,living characters,50,Dec-70,1970
742,robert kelly, (earth-616),public identity,neutral characters,brown eyes,brown hair,male characters,deceased characters,50,May-80,1980
743,susan austin, (earth-616),public identity,good characters,,strawberry blond hair,female characters,living characters,50,Jun-88,1988
744,amelia voght, (earth-616),no dual identity,neutral characters,green eyes,red hair,female characters,living characters,50,May-93,1993
745,marshall stone iii, (earth-616),secret identity,neutral characters,black eyes,black hair,male characters,living characters,50,Mar-93,1993
746,alexei kravinoff, (earth-616),public identity,bad characters,brown eyes,black hair,male characters,living characters,50,Feb-97,1997
747,guy smith, (earth-616),secret identity,good characters,purple eyes,white hair,male characters,deceased characters,50,1-Aug,2001
748,tike alicar, (earth-616),secret identity,good characters,brown eyes,black hair,male characters,deceased characters,50,1-Jul,2001
749,eden fesi, (earth-616),secret identity,good characters,brown eyes,black hair,male characters,living characters,50,9-Jul,2009
750,raymond dawson, (earth-616),public identity,good characters,brown eyes,black hair,male characters,living characters,49,Sep-40,1940
751,henry tinkelbaum, (earth-616),secret identity,good characters,,blond hair,male characters,deceased characters,49,Jun-41,1941
752,cookie novak, (earth-616),public identity,good characters,,black hair,male characters,living characters,49,Nov-51,1951
753,hank kelly, (earth-616),public identity,good characters,,red hair,,living characters,49,Nov-51,1951
754,robert rider, (earth-616),public identity,,,brown hair,male characters,living characters,49,Sep-76,1976
755,tania belinskaya, (earth-616),secret identity,neutral characters,blue eyes,black hair,female characters,living characters,49,May-76,1976
756,william nasland, (earth-616),secret identity,good characters,blue eyes,black hair,male characters,deceased characters,49,Mar-77,1977
757,roger bochs, (earth-616),secret identity,good characters,blue eyes,red hair,male characters,deceased characters,49,Aug-83,1983
758,marcus stone, (earth-616),public identity,good characters,brown eyes,black hair,male characters,living characters,49,Jun-89,1989
759,deidre wentworth, (earth-616),secret identity,bad characters,blue eyes,black hair,female characters,living characters,49,Jul-91,1991
760,fabian cortez, (earth-616),public identity,bad characters,blue eyes,brown hair,male characters,deceased characters,49,Oct-91,1991
761,sharra neramani, (earth-616),secret identity,,yellow eyes,purple hair,female characters,deceased characters,49,Jun-93,1993
762,rumiko fujikawa, (earth-616),no dual identity,good characters,brown eyes,black hair,female characters,deceased characters,49,May-98,1998
763,gabriel cohuelo, (earth-616),public identity,good characters,brown eyes,black hair,male characters,living characters,49,10-Oct,2010
764,phillip coulson, (earth-616),no dual identity,good characters,blue eyes,brown hair,male characters,living characters,49,12-Jan,2012
765,christopher muse, (earth-616),public identity,good characters,brown eyes,black hair,male characters,living characters,49,13-Jan,2013
766,doctor watson, (earth-616),public identity,good characters,,brown hair,male characters,living characters,48,Aug-40,1940
767,abraham erskine, (earth-616),secret identity,,brown eyes,black hair,male characters,deceased characters,48,Mar-41,1941
768,umar, (earth-616),public identity,bad characters,green eyes,black hair,female characters,living characters,48,Nov-66,1966
769,satannish, (earth-616),secret identity,bad characters,multiple eyes,,male characters,deceased characters,48,Nov-68,1968
770,sha shan, (earth-616),public identity,good characters,grey eyes,black hair,female characters,living characters,48,May-72,1972
771,blood brothers, (earth-616),,bad characters,red eyes,no hair,male characters,living characters,48,Feb-73,1973
772,nekra sinclair, (earth-616),secret identity,bad characters,black eyes,black hair,female characters,deceased characters,48,Aug-73,1973
773,abraham brown, (earth-616),secret identity,,brown eyes,black hair,male characters,living characters,48,Apr-74,1974
774,mamie muggins, (earth-616),public identity,,,grey hair,female characters,living characters,48,Dec-74,1974
775,in-betweener, (earth-616),no dual identity,neutral characters,black eyes,no hair,male characters,living characters,48,Oct-75,1975
776,eric payne, (earth-616),secret identity,good characters,brown eyes,brown hair,male characters,living characters,48,Apr-77,1977
777,mentor, (earth-616),public identity,neutral characters,white eyes,no hair,male characters,living characters,48,Oct-77,1977
778,starbolt, (earth-616),secret identity,neutral characters,yellow eyes,no hair,male characters,deceased characters,48,Oct-77,1977
779,manta, (earth-616),public identity,neutral characters,white eyes,no hair,female characters,living characters,48,Sep-80,1980
780,lorelei, (earth-616),no dual identity,bad characters,blue eyes,red hair,female characters,living characters,48,Nov-83,1983
781,grace powell, (earth-616),public identity,good characters,,red hair,female characters,living characters,48,Mar-91,1991
782,rick sheridan, (earth-616),no dual identity,good characters,brown eyes,light brown hair,male characters,living characters,48,Jun-91,1991
783,frances barrison, (earth-616),public identity,bad characters,blue eyes,blue hair,female characters,living characters,48,May-93,1993
784,shirley washington, (earth-616),public identity,,brown eyes,black hair,female characters,living characters,48,Jan-96,1996
785,tsu-zana, (earth-616),secret identity,good characters,blue eyes,blond hair,female characters,living characters,48,Nov-96,1996
786,richard gilmore, (earth-616),public identity,good characters,blue eyes,black hair,male characters,living characters,48,Sep-98,1998
787,tarene, (earth-616),secret identity,good characters,blue eyes,blond hair,female characters,living characters,48,Apr-00,2000
788,melati kusuma, (earth-616),secret identity,good characters,brown eyes,black hair,female characters,living characters,48,7-May,2007
789,jonas graymalkin, (earth-616),no dual identity,good characters,white eyes,no hair,male characters,living characters,48,8-Jun,2008
790,thakorr, (earth-616),no dual identity,bad characters,,no hair,male characters,deceased characters,48,,
791,ulysses bloodstone, (earth-616),secret identity,neutral characters,blue eyes,blond hair,male characters,deceased characters,47,Feb-60,1960
792,jack pulver, (earth-616),secret identity,,blue eyes,brown hair,male characters,living characters,47,Sep-62,1962
793,maxwell markham, (earth-616),public identity,neutral characters,blue eyes,blond hair,male characters,living characters,47,Dec-74,1974
794,baron karza, (earth-616),no dual identity,bad characters,red eyes,black hair,male characters,living characters,47,Jan-79,1979
795,lindsay mccabe, (earth-616),public identity,good characters,blue eyes,blond hair,female characters,living characters,47,May-79,1979
796,colin hume, (earth-616),secret identity,good characters,brown eyes,black hair,male characters,living characters,47,Aug-90,1990
797,jason powell, (earth-616),,neutral characters,,,male characters,living characters,47,Mar-91,1991
798,martha johansson, (earth-616),secret identity,good characters,,no hair,female characters,living characters,47,1-Nov,2001
799,regan wyngarde, (earth-616),secret identity,bad characters,blue eyes,blond hair,female characters,living characters,47,1-Dec,2001
800,michael pointer, (earth-616),secret identity,good characters,blue eyes,blond hair,male characters,living characters,47,6-Apr,2006
