id,name,intelligence,strength,speed,durability,power,combat,full-name,alter-egos,aliases,place-of-birth,first-appearance,publisher,alignment,gender,race,height,weight,eye-color,hair-color,occupation,base,group-affiliation,relatives,url
265,Flash II,88.0,48.0,100.0,60.0,100.0,60.0,Barry Allen,Black Racer,"['The Scarlet Speedster', 'the Fastest Man Alive', 'the Monarch of Motion', 'the Sultan of Speed']","Fallville, Iowa","Showcase #4 (October, 1956)",Black Racer,good,Male,Black Racer,"[""6'0"", '183 cm']","['195 lb', '88 kg']",Blue,Blond,Forensic Scientist,"Central City, Missouri","Flash Family, Justice League of America; formerly Blue Lantern Corps","Henry and Nora (parents), Malcolm Thawne (twin), Iris West Allen (wife), Wally West (Flash III, nephew), Don and Dawn Allen (son and daughter), Bart Allen (Flash IV, grandson), Jenni Ognats (granddaughter)",https://www.superherodb.com/pictures2/portraits/10/100/892.jpg
266,Flash III,63.0,10.0,100.0,60.0,100.0,32.0,Wally West,Speed Demon,"['The Fastest Man Alive', 'The Scarlet Speedster; formerly', 'Kid Flash I']","Blue Valley, Nebraska","Flash #110 (January, 1960)",Speed Demon,good,Male,Human,"[""6'0"", '183 cm']","['190 lb', '86 kg']",-,-,"Adventurer, Mechanic for the KCPD","Keystone City, Kansas","Flash Family, Justice League of America, Titans; formerly Teen Titans","Rudolph and Mary West (parents), Ira West (grandfather), Iris Allen (aunt), Barry Allen (Flash II, uncle), Linda Park West (wife), Jai and Iris West (twin children)",https://www.superherodb.com/pictures2/portraits/10/100/690.jpg
267,Flash IV,63.0,10.0,100.0,32.0,100.0,48.0,Bartholomew Allen II,"Impulse, Kid Flash II","['Impulse', 'Kid Flash II']",-,(as Impulse) Flash v.2 #91 (June 1994)* (as Kid Flash) Teen Titans v.3 #4 (December 2003),Impulse,good,Male,Human,"[""5'2"", '157 cm']","['115 lb', '52 kg']",Yellow,Auburn,Police trainee,"Los Angeles, California (previously Manchester, Alabama, briefly Denver, Colorado, then Keystone City, Kansas)","Flash Family, Teen Titans, Legion of Super-Heroes; formerly Young Justice","Barry Allen (Flash II, grandfather), Iris West Allen (grandmother), Don Allen (father), Meloni Thawne (mother), President Thawne (grandfather), Dawn Allen (aunt), Jenni Ognats (cousin), Thaddeus Thawne (clone), Owen Mercer (half-brother), Max Crandall (guardian)",https://www.superherodb.com/pictures2/portraits/10/100/893.jpg
269,Franklin Richards,63.0,80.0,50.0,60.0,100.0,50.0,Franklin  Richards,No alter egos found.,"['Franklin Benjamin', 'Tattletale', 'Psi-Lord', 'Ego-Spawn', 'Avatar']","New York, New York",Fantastic Four Annual #6,Marvel Comics,good,Male,Mutant,"[""4'8"", '142 cm']","['100 lb', '45 kg']",Blue,Blond,Student,"Baxter Building, New York, New York (formerly) Four Freedoms Plaza; Pier 4; Massachusetts Academy","Future Foundation; formerly Power Pack, Generation X, Daydreamers","Reed Richards (Mister Fantastic, father), Susan Storm Richards (Invisible Woman, mother), Valeria Richards (sister), Jonathan Storm (Human Torch, uncle), Nathaniel Richards (paternal grandfather), Franklin Storm (maternal grandfather, deceased), Evelyn Richards, Mary Storm (grandmothers (paternal and maternal respectively), deceased), Benjamin J. Grimm (Thing, godfather), Alicia Masters (godmother).",https://www.superherodb.com/pictures2/portraits/10/100/63.jpg
273,Galactus,100.0,100.0,83.0,100.0,100.0,50.0,Galan,No alter egos found.,"['Maker', 'Devourer of Worlds', 'Eater-of-Worlds', 'Ravager of Worlds']",(Galan) Taa; (Galactus) the Cosmic Egg,Fantastic Four #48 (March 1966),Marvel Comics,neutral,Male,Cosmic Entity,"[""28'9"", '876 cm']","['36400 lb', '16 tons']",Black,Black,"Planet Devourer, Third Force of the Universe - balance between Eternity and Death, Nullifying Abraxas' Influence on the Multiverse, Third Face of the Living Tribunal - representing Equity",Worldship (aka Taa II); though he is generally mobile throughout the universe via his spherical starship in search of suitable planets to consume.,Heralds of Galactus; formerly God Squad,"Galan (""father""), Galacta (daughter)",https://www.superherodb.com/pictures2/portraits/10/100/862.jpg
274,Gambit,63.0,10.0,23.0,28.0,55.0,84.0,Remy Etienne LeBeau,No alter egos found.,"['Death', 'Le Diable Blanc', 'formerly Robert Lord', 'Cajun']","New Orleans, Louisiana","(as Gambit) Uncanny X-Men #266 (1990), (as Death) X-Men #184 (2006)",Marvel Comics,good,Male,Mutant,"[""6'1"", '185 cm']","['179 lb', '81 kg']",Red,Brown,"Jean Grey School for Higher Learning, Salem Center, Westchester County, New York; formerly Utopia, San Francisco Bay, California; Xavier Institute, Salem Center, Westchester County, New York; New Orleans; Paris; Cairo; Illinois","(current) Xavier Institute, Salem Center, Westchester County, New York; (former) New Orleans, Louisiana; Paris, France; Cairo, Illinois;","X-Men (Team Wolverine); formerly Marauders, Horsemen of Apocalypse, Chevaliers, X-Treme X-Men, Thieves & Unified Guild's of New Orleans, Crimson Pirates","Jean-Luc LeBeau (father), Belladonna (aka Bella Donna Boudreaux) (wife, separated)",https://www.superherodb.com/pictures2/portraits/10/100/64.jpg
275,Gamora,75.0,85.0,42.0,85.0,53.0,100.0,Gamora Zen Whoberi Ben Titan,No alter egos found.,"['The Deadliest Woman In The Universe', 'The Most Dangerous Woman in the Galaxy']","Planet Zen Whoberi, Silican System, Milky Way","Strange Tales #180 (June, 1975)",Marvel Comics,good,Female,Zen-Whoberian,"[""6'0"", '183 cm']","['170 lb', '77 kg']",Yellow,Black,"Assassin, mercenary, adventurer","C.I.T.T.; formerly Godthab Omega, Monster Island, Sanctuary II and the pocket-dimension within the Soul Gem; Earth-7528","Guardians of the Galaxy ; formerly Phalanx's Selects, Graces (Leader), Infinity Watch ; United Front ; former minion of Thanos; ally of Adam Warlock and Pip the Troll","Thanos (foster father), Thane (foster brother), Unnamed former Symbiote",https://www.superherodb.com/pictures2/portraits/10/100/65.jpg
277,Gary Bell,63.0,5.0,8.0,10.0,54.0,10.0,Gary Bell,No alter egos found.,['-'],-,-,SyFy,good,Male,Alpha,"['-', '0 cm']","['- lb', '0 kg']",-,-,-,-,Alphas,-,https://www.superherodb.com/pictures2/portraits/10/100/1526.jpg
278,General Zod,94.0,100.0,96.0,100.0,100.0,95.0,Dru-Zod,No alter egos found.,['Dru-Zod (possible first name)'],Krypton,Action Comics #845,DC Comics,bad,Male,Kryptonian,"['-', '0 cm']","['- lb', '0 kg']",Black,Black,-,Formerly Krypton; formerly the Phantom Zone; currently Earth,Phantom Zone criminals; former member of the Kryptonian Defense Council,Ursa (mate/wife); Lor-Zod (son); Admiral Zod (possible ancestor),https://www.superherodb.com/pictures2/portraits/10/100/837.jpg
280,Ghost Rider,50.0,55.0,25.0,100.0,100.0,60.0,Johnny Blaze,No alter egos found.,['-'],"Waukegan, Illinois","Marvel Spotlight #5 (August, 1972)",Marvel Comics,good,Male,Demon,"[""6'2"", '188 cm']","['220 lb', '99 kg']",Red,No Hair,Former stunt motorcyclist,"Mobile, Quentin Carnival","Quentin Carnival Formerly Midnight Sons, Legion of Monsters, The Champions","Barton (father, deceased), Clara (mother, deceased), Craig ""Crash"" Simpson (stepfather, deceased), Mona Simpson (stepmother, deceased), Roxanne Simpson (wife)",https://www.superherodb.com/pictures2/portraits/10/100/67.jpg
285,Gladiator,50.0,100.0,100.0,100.0,77.0,70.0,Kallark,No alter egos found.,"['Majestor', 'Praetor', 'Captain Universe']",-,"X-Men Vol 1 #107 October, 1977",Marvel Comics,neutral,Male,Strontian,"[""6'6"", '198 cm']","['595 lb', '268 kg']",Blue,Blue,Majestor of the Shi'ar Empire; Former Praetor of the Imperial Guard; possibly former Herald of Galactus,"Chandilar, Shi'ar Galaxy; mobile throughout the Shi'ar Empire and surrounding galaxies.","Galactic Council, Annihilators; formerly Imperial Guard; possibly Heralds of Galactus","Kubark (Kid Gladiator) (son), Xenith (The Strontian) (cousin)",https://www.superherodb.com/pictures2/portraits/10/100/1521.jpg
289,Goku,56.0,100.0,75.0,90.0,100.0,100.0,Kakarot,No alter egos found.,"['Ultimate Defender', 'Sayain Monkey', 'Super Sayain', 'Z-Fighter', 'Son-Goku', 'Lower-Class Sayain', 'Goku Son']",-,Dragon Ball #1,Shueisha,good,Male,Saiyan,"[""5'9"", '175 cm']","['137 lb', '62 kg']",-,-,-,-,"Saiyajin, Son family, Z-Fighters",-,https://www.superherodb.com/pictures2/portraits/10/100/1284.jpg
294,Gorilla Grodd,81.0,53.0,33.0,70.0,100.0,65.0,Grodd,No alter egos found.,"['William Dawson', 'King Grodd', 'Gorilla Grodd', 'Grodd-Son']",-,"Flash #106 (May, 1959)",DC Comics,bad,Male,Gorilla,"[""6'6"", '198 cm']","['600 lb', '270 kg']",Yellow,Black,-,"Gorilla City, Africa",-,"Boka (wife, separated), Gorbzil Mammit (son), Sam Simeon (grandson)",https://www.superherodb.com/pictures2/portraits/10/100/694.jpg
296,Gravity,50.0,32.0,33.0,40.0,69.0,30.0,Greg Willis,No alter egos found.,['Protector of the Universe'],"Sheboygan, Wisconsin","Gravity #1 (August, 2005)",Marvel Comics,good,Male,Human,"[""5'10"", '178 cm']","['175 lb', '79 kg']",Blue,Brown,Student,New York City,"Young Allies; Formerly Great Lakes Initiative, Heavy Hitters","Richard Willis (father), Mary Willis (mother)",https://www.superherodb.com/pictures2/portraits/10/100/74.jpg
297,Greedo,38.0,10.0,13.0,15.0,31.0,40.0,Greedo,No alter egos found.,['-'],Rodia,-,George Lucas,bad,Male,Rodian,"[""5'7"", '170 cm']","['- lb', '0 kg']",Purple,-,Bounty Hunter,-,-,-,https://www.superherodb.com/pictures2/portraits/10/100/10468.jpg
298,Green Arrow,81.0,12.0,35.0,28.0,39.0,90.0,Oliver Queen,No alter egos found.,"['The Emerald Archer', 'Battling Bowman']",-,More Fun Comics #73 (November 1941),DC Comics,good,Male,Human,"[""6'2"", '188 cm']","['195 lb', '88 kg']",Green,Blond,Professional Crime-fighter; Multi-Billionaire,"Star City, California; Formerly Seattle, Washington","Justice League Reserve, Connor Hawke, Mia Dearden,  Arsenal, Green Arrows of the World, Black Canary, Green Lantern Hal Jordan, Shado, Eddie Fyers, Justice League Elite, Seven Soldiers of Victory, All-Star Squadron","Conner Hawke (son); Robert (son); Cissie King (possible daughter); Roy Harper - Red Arrow (adoptive son); Dinah Laurel Lance (wife); Dinah Drake Lance (mother-in-law, deceased); Larry Lance (father-in-law, deceased)",https://www.superherodb.com/pictures2/portraits/10/100/696.jpg
299,Green Goblin,100.0,48.0,38.0,60.0,48.0,50.0,Norman Osborn,No alter egos found.,"['Normie', 'Green Goblin', 'Goblin Lord', 'Overlord', 'the Goblin', '""Gobby""', 'Scrier', 'Commander Osborn', 'Director Osborn', 'Iron Patriot']","Hartford, Connecticut","Amazing Spider-Man #14 (July, 1964)",Marvel Comics,bad,Male,Human,"[""5'11"", '180 cm']","['185 lb', '83 kg']",Blue,Auburn,"Professional criminal, owner and president of Osborn Industries","H.A.M.M.E.R. base; formerly Avengers Tower, New York City, New York","H.A.M.M.E.R., leader of the Dark Avengers; formerly Thunderbolts, The Cabal; Former leader of the Sinister Twelve, partner of Mendell Stromm, Crime Master, employer of the Enforcers, Hellfire Club","Alton Osborn, Sr. (paternal great-grandfather, deceased);Alton Osborn, Jr. (paternal grandfather, deceased);Amberson Osborn (father, deceased);Emily Osborn (wife, deceased);Gabriel Stacy (son);Sarah Stacy (daughter);Harry Osborn (Green Goblin II, son);Liz Allan (ex-daughter-in-law);Normie Osborn (grandson);Stanley Osborn (grandson);",https://www.superherodb.com/pictures2/portraits/10/100/579.jpg
303,Groot,75.0,85.0,33.0,70.0,100.0,64.0,Groot,No alter egos found.,"['The Monster from Planet X; His Divine Majesty King Groot the 23rd', 'Monarch of Planet X', 'custodian of the branch worlds', 'ruler of all the shades', 'Flora colossus Information-silk']",-,"Tales to Astonish #13 (November, 1960)",Marvel Comics,good,Male,Flora Colossus,"[""23'0"", '701 cm']","['8200 lb', '4 tons']",Yellow,-,-,Area 13 (the Howling Commandos' base),"Guardians of the Galaxy, Unnamed Kree covert ops team, formerly Galactic Council, Howling Commandos",-,https://www.superherodb.com/pictures2/portraits/10/100/10017.jpg
305,Guy Gardner,38.0,90.0,53.0,64.0,100.0,64.0,Guy Gardner,No alter egos found.,"['Green Lantern', 'Red Lantern', 'Warrior']","Baltimore, Maryland",Green Lantern Vol 2 #59,DC Comics,good,Male,Human-Vuldarian,"[""6'2"", '188 cm']","['210 lb', '95 kg']",Blue,Red,Former High School gym teacher; former bar owner; currently Honor guard of the Green Lantern Corps,Formerly New York City; currently Oa,"Green Lantern Corps, Formerly Justice League of America",-,https://www.superherodb.com/pictures2/portraits/10/100/700.jpg
306,Hal Jordan,69.0,90.0,75.0,80.0,100.0,70.0,Hal Jordan,No alter egos found.,"['Parallax', 'Spectre', 'Green Lantern']","Coast City, California",Showcase #22,DC Comics,good,Male,Human,"[""6'2"", '188 cm']","['200 lb', '90 kg']",Brown,Brown,"Adventurer, Air Force Test Pilot",-,"Green Lantern Corps, Justice League of America, Justice League Europe, frequently teamed with the second Flash and the original Green Arrow","Martin H. ""Marty"" Jordan (father, deceased), Jessica Jordan (mother, deceased), Jim Jordan (younger brother), Jack Jordan (older brother, deceased), Jan Jordan (sister-in-law, deceased), Helen Jordan (neice), Larry Jordan (Air Wave I - cousin, deceased), Hal Jordan (Air Wave II - cousin)",https://www.superherodb.com/pictures2/portraits/10/100/697.jpg
307,Han Solo,50.0,10.0,17.0,20.0,43.0,60.0,Han Solo,No alter egos found.,['-'],Corellia,Star Wars: Episode IV - A New Hope (1977),George Lucas,good,Male,Human,"[""6'0"", '183 cm']","['176 lb', '79 kg']",Brown,Brown,-,-,-,-,https://www.superherodb.com/pictures2/portraits/10/100/10456.jpg
308,Hancock,63.0,90.0,67.0,100.0,100.0,50.0,John Hancock,No alter egos found.,['-'],-,-,Sony Pictures,good,Male,Human,"[""6'2"", '188 cm']","['- lb', '0 kg']",Brown,Black,-,-,-,-,https://www.superherodb.com/pictures2/portraits/10/100/1109.jpg
309,Harley Quinn,88.0,12.0,33.0,65.0,55.0,80.0,Harley Quinn,No alter egos found.,"['Harleen Quinzel', 'Harl', 'Cupid of Crime', 'Jane Wisakedjak', 'Elise Archer', 'Pumpkin Pooh']",-,"Batman: Harley Quinn (October, 1999)",DC Comics,bad,Female,Human,"[""5'7"", '170 cm']","['140 lb', '63 kg']",Blue,Blond,Psychiatrist,Gotham City,"Formerly The Quintets, The Joker, Poison Ivy, Secret Six","Barry Quinzel (brother), Sharon Quinzel (mother), Nick Quinzel (father), Jenny Quinzel (niece), Nicky Quinzel (nephew)",https://www.superherodb.com/pictures2/portraits/10/100/701.jpg
310,Harry Potter,75.0,7.0,21.0,10.0,100.0,50.0,Harry James Potter,No alter egos found.,"['Triwizard Champion', 'Seeker', 'Quidditch Captain', ""Leader of Dumbledore's Army"", 'Master of Death']",-,Harry Potter and the Philosopher's Stone,J. K. Rowling,good,Male,Human,"['-', '0 cm']","['- lb', '0 kg']",Green,Black,Head of the Department of Magical Law Enforcement[,-,-,-,https://www.superherodb.com/pictures2/portraits/10/100/10878.jpg
311,Havok,63.0,10.0,25.0,60.0,71.0,45.0,Alexander Summers,No alter egos found.,"['Mutant X', 'Goblin Prince']","Honolulu, Hawaii",X-MEN #58,Marvel Comics,good,Male,Mutant,"[""6'"", '183 cm']","['175 lb', '79 kg']",Blue,Blond,"Currently Adventurer, formerly Graduate student in geophysics","Alexandria, Virginia","Uncanny Avengers; formerly X-Men, Starjammers, X-Factor Investigations, Six , Brotherhood, X-Factor, Dark Descendants, Genoshan Magistrates, Defenders for a Day","Oscar Summers (adoptive paternal distant ancestor, deceased), Daniel Summers (paternal distant ancestor, deceased), Amanda Mueller (Black Womb) (paternal distant ancestor), unnamed paternal great-grandfather, deceased, Gloria Dayne (Fontanelle) (paternal distant ancestor), Philip Summers (paternal grandfather), Deborah Summers (paternal grandmother), Christopher Summers (Corsair) (father, deceased), Katherine Summers (mother, deceased), Andrew Blanding (adoptive father), Joanna Blanding (adoptive mother), Scott Summers (Cyclops) (brother), Gabriel Summers (Vulcan) (brother, deceased), Ahmet Abdol (Living Monolith) (""brother"" via X-Gene transfer), Haley Blanding (adoptive sister), Todd Blanding (adoptive brother, deceased), Madelyne Pryor-Summers (Red Queen) (sister-in-law/clone of second sister-in-law, deceased), Jean Grey-Summers (Phoenix) (sister-in-law, deceased), Cal'syee Neramani (Deathbird) (sister-in-law), Nathan Summers (Cable) (nephew), Adam Neramani (X-Treme) (nephew, alleged half-brother), Aliya Dayspring (Jenskot) (niece, deceased), Hope Summers (niece, deceased), Madelyne Pryor (Earth-1298) (Marvel Woman) (alternate reality wife), Scott Summers (Earth-1298) (alternate reality son), Rachel Grey (Marvel Girl) (alternate reality niece), Rachel Summers (Mother Askani) (alternate reality niece, deceased), Nathaniel Grey (X-Man) (alternate reality nephew), Stryfe (nephew's clone, deceased), Tyler Dayspring (Genesis) (great-nephew, deceased), Hope Summers (adoptive great-niece), Janet van Dyne (Wasp) (wife), Katie Summers (daughter)",https://www.superherodb.com/pictures2/portraits/10/100/77.jpg
313,Hawkeye,56.0,12.0,21.0,10.0,29.0,80.0,Clint Barton,"Goliath, Ronin","['Ronin', 'Goliath', 'Golden Archer', 'the Marksman', 'Father Time', 'Longbow']","Waverly, Iowa","Tales of Suspense #57 (September, 1964)",Goliath,good,Male,Human,"[""6'3"", '191 cm']","['230 lb', '104 kg']",Blue,Blond,Adventurer,-,"Avengers, Thunderbolts, Avengers West Coast, Great Lakes Avengers, Shadows, Chain Gang, former partner of the Black Widow","Harold Barton (father, deceased), Edith Barton (mother, deceased), Bernard Barton (brother, deceased), Barbara Morse (wife, deceased)",https://www.superherodb.com/pictures2/portraits/10/100/73.jpg
314,Hawkeye II,50.0,6.0,8.0,10.0,24.0,50.0,Katherine Elizabeth Bishop,No alter egos found.,['Kate Bishop'],"New York City, New York","Young Avengers #1 (April, 2005)",Marvel Comics,good,Female,Human,"[""5'5"", '165 cm']","['126 lb', '57 kg']",Blue,Black,Student; Adventurer; Fugitive,"Bishop Publishing, New York City, New York","Young Avengers, partner of Hawkeye (Clint Barton); formerly Secret Avengers","Derek Bishop (father); Eleanor Bishop (mother, deceased); Susan Bishop (sister);",https://www.superherodb.com/pictures2/portraits/10/100/10043.jpg
320,Heat Wave,38.0,10.0,17.0,45.0,27.0,30.0,Mick Rory,No alter egos found.,['Rory Calhoun'],-,"Flash #140 (November, 1963)",DC Comics,bad,Male,Human,"[""5'11"", '180 cm']","['179 lb', '81 kg']",Blue,No Hair,Professional Criminal,Central City,"Rogues; formerly Secret Society of Super-Villains, Legion of Doom",-,https://www.superherodb.com/pictures2/portraits/10/100/705.jpg
322,Hellboy,63.0,53.0,21.0,95.0,73.0,75.0,Anung Un Rama,No alter egos found.,"['World Destroyer', 'The Great Beast']",-,"Dime Press #4 (May 1, 1993)",Dark Horse Comics,good,Male,Demon,"[""8'6"", '259 cm']","['350 lb', '158 kg']",Gold,Black,-,-,"Abe Sapien, Liz Sherman, Roger the Homunculus, Savage Dragon, the Goon, Batman, Starman, Ghost, Painkiller Jane, Lobster Johnson, Torch of Liberty","Catherine Tanner-Tremaine (mother, deceased), two unnamed maternal half-siblings (deceased), Professor Trevor Bruttenholm (foster father)",https://www.superherodb.com/pictures2/portraits/10/100/813.jpg
